00501|44
00544|7
01011|34
01029|115
01201|143
01202|18
01203|57
01220|120
01222|131
01223|42
01224|140
01225|51
01226|9
01227|69
01229|116
01230|42
01235|64
01236|133
01237|2
01238|65
01240|127
01242|145
01243|32
01244|90
01245|145
01247|33
01252|110
01253|81
01254|75
01255|92
01256|42
01257|108
01258|134
01259|30
01260|19
01262|117
01263|27
01264|103
01266|13
01267|149
01270|143
01331|33
01350|58
01355|60
01364|32
01366|25
01368|44
01378|53
01420|25
01430|65
01431|122
01432|127
01434|137
01436|58
01438|132
01440|72
01441|72
01450|24
01451|60
01452|89
01453|12
01460|77
01462|40
01463|126
01464|6
01467|125
01468|45
01469|39
01471|117
01472|33
01473|61
01474|86
01475|42
01477|139
01510|34
01523|20
01561|110
01701|93
01702|120
01703|92
01704|146
01705|96
01718|121
01719|82
01720|150
01730|123
01731|87
01740|128
01741|66
01742|74
01749|29
01752|145
01754|79
01773|112
01775|143
01776|110
01803|130
01805|10
01810|61
01812|150
01821|34
01822|105
01824|45
01826|11
01827|16
01830|143
01831|4
01832|133
01833|114
01834|122
01835|65
01840|123
01841|92
01842|85
01843|115
01844|49
01845|85
01850|117
01851|110
01852|82
01853|4
01854|44
01862|102
01863|136
01865|21
01866|143
01876|50
01879|22
01880|86
01885|133
01886|85
01899|54
01901|99
01902|15
01903|107
01904|31
01905|146
01906|39
01908|112
01910|122
01915|139
01921|46
01923|87
01929|85
01930|111
01931|125
01936|134
01937|37
01938|133
01940|87
01944|92
01949|43
01965|52
01966|77
01982|126
01983|72
01984|119
02026|11
02027|55
02048|46
02108|67
02109|137
02110|31
02111|29
02112|12
02113|35
02114|4
02115|58
02116|51
02117|117
02118|15
02119|129
02120|138
02121|118
02122|88
02123|10
02124|24
02125|40
02126|46
02127|93
02128|138
02129|108
02130|135
02131|66
02132|53
02133|125
02134|39
02135|30
02136|101
02137|46
02138|135
02139|127
02140|23
02141|140
02142|103
02148|74
02149|140
02150|110
02151|2
02155|95
02156|18
02163|70
02171|144
02176|39
02186|30
02187|15
02196|138
02199|51
02201|133
02203|39
02204|115
02205|42
02206|45
02210|101
02211|82
02212|5
02215|5
02217|21
02222|33
02228|113
02238|101
02241|72
02266|108
02283|122
02284|93
02293|64
02295|92
02297|104
02298|49
02301|58
02302|38
02303|105
02304|53
02305|70
02322|10
02324|12
02325|83
02333|30
02334|24
02337|148
02338|22
02341|26
02343|22
02350|149
02351|144
02356|133
02357|99
02368|73
02375|78
02379|127
02382|72
02445|45
02446|77
02447|15
02456|3
02459|55
02467|126
02471|1
02472|91
02477|59
02478|91
02479|122
02532|46
02534|73
02535|116
02536|92
02537|119
02539|138
02540|15
02541|12
02542|60
02543|150
02552|86
02553|121
02554|94
02556|50
02557|121
02559|93
02561|93
02562|128
02563|26
02564|148
02565|62
02568|109
02573|133
02574|90
02575|64
02584|41
02601|88
02630|85
02631|120
02632|76
02633|22
02634|15
02635|119
02637|144
02638|51
02639|119
02641|6
02642|22
02643|140
02644|12
02645|135
02646|12
02647|79
02648|67
02649|119
02650|16
02651|27
02652|66
02653|79
02655|19
02657|126
02659|87
02660|115
02661|26
02662|34
02663|11
02664|9
02666|22
02667|97
02668|43
02669|66
02670|128
02671|145
02672|109
02673|5
02675|9
02702|1
02703|90
02712|44
02720|120
02721|111
02722|64
02723|55
02724|143
02725|85
02726|9
02760|16
02761|110
02762|80
02763|147
02766|139
02777|120
02783|50
02790|3
02791|118
02801|126
02837|78
02878|43
03073|86
03076|85
03079|38
03215|84
03217|129
03220|110
03222|73
03223|69
03226|30
03227|73
03231|83
03235|59
03237|106
03238|21
03240|100
03241|90
03243|132
03245|56
03246|88
03247|92
03249|86
03251|52
03252|75
03253|104
03254|38
03256|137
03259|98
03262|32
03264|99
03266|37
03269|42
03274|62
03276|58
03279|127
03282|64
03285|123
03289|101
03293|108
03298|71
03299|131
03431|54
03435|92
03441|108
03443|94
03444|69
03445|119
03446|95
03447|49
03448|120
03450|89
03455|86
03456|130
03457|9
03462|67
03464|94
03465|98
03466|8
03467|42
03469|85
03470|96
03561|148
03570|16
03574|98
03575|103
03576|60
03579|87
03580|144
03581|75
03582|134
03583|69
03584|46
03585|26
03586|78
03588|113
03589|38
03590|56
03592|116
03593|32
03595|67
03597|49
03598|18
03602|61
03603|59
03604|6
03607|45
03608|104
03740|45
03741|20
03743|43
03745|43
03746|69
03748|34
03749|51
03750|74
03753|147
03755|45
03756|135
03765|132
03766|43
03768|54
03769|100
03770|109
03771|81
03774|16
03777|124
03779|103
03780|110
03781|143
03784|38
03785|55
03804|69
03809|64
03810|78
03811|59
03812|70
03813|7
03814|58
03816|132
03817|56
03818|91
03826|130
03830|53
03832|109
03836|79
03837|18
03838|75
03845|63
03846|1
03847|40
03849|145
03850|72
03853|119
03860|67
03864|94
03865|103
03872|101
03875|100
03882|60
03883|28
03886|92
03890|129
03894|147
03896|92
03897|46
03902|124
03903|87
03904|42
03905|143
03906|97
03907|62
03909|108
03910|33
03911|76
04001|108
04002|68
04003|39
04004|39
04005|9
04006|25
04007|89
04008|27
04009|144
04010|140
04011|15
04013|94
04014|116
04015|35
04016|30
04017|144
04019|5
04020|134
04021|139
04022|90
04024|115
04027|29
04028|81
04029|110
04030|126
04032|6
04033|2
04034|115
04037|105
04038|77
04039|99
04040|135
04041|42
04042|35
04043|126
04046|83
04047|58
04048|2
04049|50
04050|137
04051|70
04054|28
04055|17
04056|150
04057|71
04061|113
04062|56
04063|98
04064|29
04066|61
04068|134
04069|22
04070|122
04071|120
04072|93
04073|13
04074|68
04076|101
04077|73
04078|122
04079|94
04082|145
04083|92
04084|116
04085|69
04086|134
04087|91
04088|15
04090|96
04091|120
04092|74
04093|115
04094|70
04095|12
04096|67
04097|18
04098|62
04101|36
04102|138
04103|70
04104|108
04105|136
04106|132
04107|27
04108|106
04109|9
04110|134
04112|97
04116|75
04122|9
04123|15
04124|92
04210|83
04211|28
04212|80
04216|46
04217|89
04219|142
04220|35
04221|109
04222|8
04223|13
04224|126
04225|7
04226|22
04227|82
04228|48
04230|53
04231|126
04234|78
04236|82
04237|63
04238|85
04239|129
04240|62
04241|99
04243|119
04250|91
04252|51
04253|36
04254|140
04255|14
04256|86
04257|68
04258|76
04259|82
04260|57
04261|133
04262|63
04263|113
04265|49
04266|78
04267|5
04268|118
04270|40
04271|49
04274|107
04275|144
04276|65
04280|9
04281|122
04282|56
04284|40
04285|25
04286|130
04287|109
04288|53
04289|145
04290|29
04291|94
04292|58
04294|73
04330|49
04332|109
04333|64
04336|83
04338|96
04341|129
04342|29
04343|55
04344|149
04345|92
04346|82
04347|60
04348|140
04349|4
04350|61
04351|34
04352|142
04353|150
04354|20
04355|75
04357|106
04358|99
04359|19
04360|109
04363|14
04364|128
04401|26
04402|87
04406|80
04408|109
04410|45
04411|140
04412|55
04413|118
04414|148
04415|116
04416|140
04417|19
04418|37
04419|36
04420|49
04421|55
04422|41
04424|149
04426|88
04427|150
04428|54
04429|4
04430|108
04431|46
04434|57
04435|56
04438|96
04441|42
04442|52
04443|41
04444|146
04448|149
04449|60
04450|121
04451|11
04453|144
04454|79
04455|138
04456|102
04457|45
04459|103
04460|21
04461|146
04462|111
04463|135
04464|24
04468|98
04469|126
04471|57
04472|80
04473|77
04474|32
04475|120
04476|67
04478|20
04479|102
04481|121
